logged_at_utc,sport,market_type,market_ticker,title,reason,prev_price_cents,curr_price_cents,price_delta_cents,prev_volume,curr_volume,volume_delta
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251605BALNYYG1-9,Over 8.5 runs scored,volume spike x3.8,33,28,-5,25476,96864,71388
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251605BALNYYG1-10,Over 9.5 runs scored,volume spike x20.3,24,20,-4,642,13020,12378
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251605BALNYYG1-11,Over 10.5 runs scored,volume spike x3.8,20,16,-4,3738,14321,10583
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251805CHCBOSG2-8,Over 7.5 runs scored,volume spike x3.1,39,39,0,12109,36988,24879
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251840PITDET-11,Over 10.5 runs scored,price moved +29c,0,29,29,0,32,32
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251905BALNYYG2-7,Over 6.5 runs scored,volume spike x3.9,53,53,0,3383,13032,9649
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251905BALNYYG2-9,Over 8.5 runs scored,price moved +30c,0,30,30,0,74,74
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251905BALNYYG2-10,Over 9.5 runs scored,volume spike x3.9,22,23,1,79,307,228
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251905BALNYYG2-11,Over 10.5 runs scored,volume spike x18.8,19,18,-1,69,1297,1228
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251907CINTOR-3,Over 2.5 runs scored,price moved +96c,0,96,96,0,15,15
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251907CINTOR-4,Over 3.5 runs scored,price moved +89c,0,89,89,0,11,11
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251910ATLMIA-5,Over 4.5 runs scored,price moved +84c,0,84,84,0,11,11
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251940COLCWS-4,Over 3.5 runs scored,volume spike x28.5,90,90,0,2,57,55
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251940COLCWS-5,Over 4.5 runs scored,volume spike x30.0,84,85,1,2,60,58
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251940COLCWS-7,Over 6.5 runs scored,volume spike x22.1,65,67,2,314,6940,6626
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251940COLCWS-13,Over 12.5 runs scored,volume spike x3.0,18,19,1,120,360,240
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP251940STLMIL-5,Over 4.5 runs scored,price moved +84c,0,84,84,0,18,18
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP252010TEXMIN-10,Over 9.5 runs scored,price moved +28c,0,28,28,0,1,1
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP252140AZSD-4,Over 3.5 runs scored,price moved +88c,0,88,88,0,5,5
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP252140HOUATH-4,Over 3.5 runs scored,price moved +93c,0,93,93,0,5,5
2026-09-25T20:20:59.995067+00:00,mlb,total,KXMLBTOTAL-26SEP252215LADSF-10,Over 9.5 runs scored,volume spike x5.3,29,31,2,19,101,82
2026-09-25T20:20:59.995067+00:00,soccer,bundesliga,KXBUNDESLIGAGAME-26OCT09BVBSVW-BVB,Dortmund wins,price moved -6c,74,68,-6,245,248,3
2026-09-25T21:21:59.722354+00:00,nfl,total,KXNFLTOTAL-26SEP27LACBUF-52,Full Game: over 51.5 points scored?,volume spike x41.0,45,44,-1,57,2337,2280
2026-09-25T21:21:59.722354+00:00,cfb,game,KXNCAAFGAME-26SEP25ARMYTEM-TEM,Temple wins,price moved +10c,29,39,10,664484,1826259,1161775
2026-09-25T21:21:59.722354+00:00,cfb,game,KXNCAAFGAME-26SEP25ARMYTEM-ARMY,Army wins,price moved -9c,71,62,-9,761966,1635965,873999
2026-09-25T21:21:59.722354+00:00,cfb,game,KXNCAAFGAME-26OCT03MTUKU-MTU,Middle Tennessee wins,price moved -11c,20,9,-11,14,18,4
2026-09-25T21:21:59.722354+00:00,cfb,game,KXNCAAFGAME-26OCT03TEMUSF-USF,South Florida wins,price moved -38c,92,54,-38,2,4,2
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY21,Army wins by over 20.5 points,price moved -10c,16,6,-10,25532,29636,4104
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY18,Army wins by over 17.5 points,price moved -10c,19,9,-10,16129,17165,1036
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY17,Army wins by over 16.5 points,price moved -15c,25,10,-15,743,7950,7207
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY17,Army wins by over 16.5 points,volume spike x10.7,25,10,-15,743,7950,7207
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY15,Army wins by over 14.5 points,price moved -8c,22,14,-8,2183,9988,7805
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY15,Army wins by over 14.5 points,volume spike x4.6,22,14,-8,2183,9988,7805
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY14,Army wins by over 13.5 points,price moved -15c,35,20,-15,2596,9540,6944
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY14,Army wins by over 13.5 points,volume spike x3.7,35,20,-15,2596,9540,6944
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY12,Army wins by over 11.5 points,volume spike x10.1,22,18,-4,657,6662,6005
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY11,Army wins by over 10.5 points,price moved -17c,39,22,-17,8320,40340,32020
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY11,Army wins by over 10.5 points,volume spike x4.8,39,22,-17,8320,40340,32020
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY10,Army wins by over 9.5 points,price moved -15c,40,25,-15,4142,88822,84680
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY10,Army wins by over 9.5 points,volume spike x21.4,40,25,-15,4142,88822,84680
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY8,Army wins by over 7.5 points,price moved -16c,45,29,-16,20291,81884,61593
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY8,Army wins by over 7.5 points,volume spike x4.0,45,29,-16,20291,81884,61593
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY7,Army wins by over 6.5 points,price moved -12c,53,41,-12,53804,137516,83712
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY6,Army wins by over 5.5 points,price moved -17c,61,44,-17,27135,103080,75945
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY6,Army wins by over 5.5 points,volume spike x3.8,61,44,-17,27135,103080,75945
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY5,Army wins by over 4.5 points,price moved -15c,59,44,-15,233559,295594,62035
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY4,Army wins by over 3.5 points,price moved -13c,59,46,-13,510404,675770,165366
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY3,Army wins by over 2.5 points,price moved -16c,73,57,-16,178068,225402,47334
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-ARMY2,Army wins by over 1.5 points,price moved -8c,70,62,-8,3615,6946,3331
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-TEM2,Temple wins by over 1.5 points,price moved +8c,26,34,8,328,2437,2109
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-TEM2,Temple wins by over 1.5 points,volume spike x7.4,26,34,8,328,2437,2109
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-TEM3,Temple wins by over 2.5 points,price moved +7c,23,30,7,1937,6395,4458
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-TEM3,Temple wins by over 2.5 points,volume spike x3.3,23,30,7,1937,6395,4458
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-TEM5,Temple wins by over 4.5 points,volume spike x12.2,18,20,2,160,1947,1787
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25ARMYTEM-TEM12,Temple wins by over 11.5 points,volume spike x23.6,8,5,-3,7,165,158
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25HOWRUTG-RUTG49,Rutgers wins by over 48.5 points,volume spike x7.5,31,31,0,741,5547,4806
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25HOWRUTG-RUTG36,Rutgers wins by over 35.5 points,volume spike x3.9,68,66,-2,1113,4295,3182
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25NAVYUAB-NAVY22,Navy wins by over 21.5 points,price moved +15c,0,15,15,0,259,259
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP25NAVYUAB-UAB2,UAB wins by over 1.5 points,price moved +29c,0,29,29,0,164,164
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP26BUCKPITT-PITT55,Pittsburgh wins by over 54.5 points,price moved +8c,41,49,8,716,717,1
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP26ILLOSU-OSU39,Ohio St. wins by over 38.5 points,price moved +22c,0,22,22,0,21,21
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP26USAUK-UK12,Kentucky wins by over 11.5 points,price moved +73c,0,73,73,0,1,1
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP26LEHPENN-LEH12,Lehigh wins by over 11.5 points,price moved -11c,53,42,-11,1969,1980,11
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP26MONMDART-DART3,Dartmouth wins by over 2.5 points,price moved +53c,0,53,53,0,531,531
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP26IOWAMICH-IOWA6,Iowa wins by over 5.5 points,volume spike x3.6,21,22,1,82,298,216
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP26NCCUECU-ECU42,East Carolina wins by over 41.5 points,price moved +38c,0,38,38,0,20,20
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP26VANAUB-VAN10,Vanderbilt wins by over 9.5 points,volume spike x3.1,9,8,-1,84,262,178
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP26JMUODU-JMU17,James Madison wins by over 16.5 points,price moved +26c,0,26,26,0,378,378
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP26MHUWKU-WKU39,Western Kentucky wins by over 38.5 points,volume spike x3.5,53,54,1,2214,7714,5500
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP26SCARALA-ALA3,Alabama wins by over 2.5 points,price moved +79c,0,79,79,0,6,6
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP26MIZZMSST-MIZZ7,Missouri wins by over 6.5 points,volume spike x9.1,18,21,3,14,127,113
2026-09-25T21:21:59.722354+00:00,cfb,spread,KXNCAAFSPREAD-26SEP26NAUMTST-MTST22,Montana St. wins by over 21.5 points,price moved -5c,45,40,-5,2207,2280,73
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-34,Over 33.5 points scored,volume spike x10.1,77,73,-4,1211,12205,10994
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-37,Over 36.5 points scored,price moved -9c,70,61,-9,1188,16381,15193
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-37,Over 36.5 points scored,volume spike x13.8,70,61,-9,1188,16381,15193
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-40,Over 39.5 points scored,volume spike x11.0,51,49,-2,4103,44992,40889
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-43,Over 42.5 points scored,price moved -12c,51,39,-12,48577,161700,113123
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-43,Over 42.5 points scored,volume spike x3.3,51,39,-12,48577,161700,113123
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-46,Over 45.5 points scored,price moved -15c,43,28,-15,52948,111676,58728
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-49,Over 48.5 points scored,price moved -11c,35,24,-11,613698,656072,42374
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-50,Over 49.5 points scored,price moved -14c,33,19,-14,60945,96679,35734
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-51,Over 50.5 points scored,price moved -12c,31,19,-12,32885,109696,76811
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-51,Over 50.5 points scored,volume spike x3.3,31,19,-12,32885,109696,76811
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-52,Over 51.5 points scored,price moved -9c,26,17,-9,14732,49486,34754
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-52,Over 51.5 points scored,volume spike x3.4,26,17,-9,14732,49486,34754
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-53,Over 52.5 points scored,price moved -11c,26,15,-11,14711,48055,33344
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-53,Over 52.5 points scored,volume spike x3.3,26,15,-11,14711,48055,33344
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-54,Over 53.5 points scored,price moved -12c,26,14,-12,4611,25521,20910
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-54,Over 53.5 points scored,volume spike x5.5,26,14,-12,4611,25521,20910
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-55,Over 54.5 points scored,price moved -8c,24,16,-8,6678,15637,8959
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-58,Over 57.5 points scored,price moved -6c,15,9,-6,13998,36837,22839
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-64,Over 63.5 points scored,volume spike x4.5,6,5,-1,2719,12173,9454
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25ARMYTEM-67,Over 66.5 points scored,price moved -5c,7,2,-5,4335,6393,2058
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25HARVBRWN-46,Over 45.5 points scored,price moved -11c,34,23,-11,9598,9827,229
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25HOWRUTG-43,Over 42.5 points scored,price moved +85c,0,85,85,0,200,200
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25HOWRUTG-67,Over 66.5 points scored,volume spike x97.2,21,24,3,22,2139,2117
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP25NAVYUAB-56,Over 55.5 points scored,price moved +37c,0,37,37,0,0,0
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26BUCKPITT-45,Over 44.5 points scored,price moved +89c,0,89,89,0,200,200
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26BUCKPITT-48,Over 47.5 points scored,price moved +86c,0,86,86,0,214,214
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26BUCKPITT-51,Over 50.5 points scored,price moved +80c,0,80,80,0,100,100
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26BUCKPITT-58,Over 57.5 points scored,price moved +65c,0,65,65,0,200,200
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26COLOBAY-52,Over 51.5 points scored,price moved +58c,0,58,58,0,167,167
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26PREMRST-47,Over 46.5 points scored,price moved -9c,50,41,-9,1775,2466,691
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26UNHSHU-50,Over 49.5 points scored,price moved -13c,49,36,-13,793,1099,306
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26HCLAF-50,Over 49.5 points scored,volume spike x5.4,47,48,1,169,910,741
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26LEHPENN-49,Over 48.5 points scored,price moved -11c,52,41,-11,80,1113,1033
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26LEHPENN-49,Over 48.5 points scored,volume spike x13.9,52,41,-11,80,1113,1033
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26ALBYPRIN-46,Over 45.5 points scored,price moved -5c,52,47,-5,1,203,202
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26ALBYPRIN-46,Over 45.5 points scored,volume spike x203.0,52,47,-5,1,203,202
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26BSUWMU-47,Over 46.5 points scored,volume spike x19.2,59,60,1,11,211,200
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26IOWAMICH-51,Over 50.5 points scored,price moved +19c,0,19,19,0,30,30
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26STNHOHIO-54,Over 53.5 points scored,price moved +50c,0,50,50,0,167,167
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26WCUETSU-58,Over 57.5 points scored,price moved +5c,58,63,5,108,125,17
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26WCUETSU-62,Over 61.5 points scored,price moved +10c,54,64,10,159,189,30
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26CPEWU-60,Over 59.5 points scored,volume spike x6.7,50,52,2,107,721,614
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26USMTULN-77,Over 76.5 points scored,volume spike x3.1,5,5,0,408,1267,859
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26APPNCST-55,Over 54.5 points scored,volume spike x3.3,53,54,1,100,330,230
2026-09-25T21:21:59.722354+00:00,cfb,total,KXNCAAFTOTAL-26SEP26HCUUNT-60,Over 59.5 points scored,volume spike x10001.0,48,52,4,1,10001,10000
2026-09-25T21:21:59.722354+00:00,mlb,game,KXMLBGAME-26SEP251905BALNYY-BAL,Baltimore wins,volume spike x10.1,49,51,2,61887,626597,564710
2026-09-25T21:21:59.722354+00:00,mlb,game,KXMLBGAME-26SEP251905BALNYY-NYY,New York Y wins,volume spike x9.5,52,50,-2,57849,551821,493972
2026-09-25T21:21:59.722354+00:00,mlb,game,KXMLBGAME-26SEP261915BALNYY-BAL,Baltimore wins,price moved +44c,51,95,44,628341,1509865,881524
2026-09-25T21:21:59.722354+00:00,mlb,game,KXMLBGAME-26SEP261915BALNYY-NYY,New York Y wins,price moved -45c,50,5,-45,575255,1988807,1413552
2026-09-25T21:21:59.722354+00:00,mlb,game,KXMLBGAME-26SEP261915BALNYY-NYY,New York Y wins,volume spike x3.5,50,5,-45,575255,1988807,1413552
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251605BALNYYG1-NYY4,New York Y wins by over 3.5 runs?,price moved -11c,12,1,-11,20629,24550,3921
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251605BALNYYG1-NYY3,New York Y wins by over 2.5 runs?,price moved -18c,20,2,-18,5118,13917,8799
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251605BALNYYG1-NYY2,New York Y wins by over 1.5 runs?,price moved -25c,28,3,-25,50602,97857,47255
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251605BALNYYG1-BAL2,Baltimore wins by over 1.5 runs?,price moved +57c,35,92,57,29269,78668,49399
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251605BALNYYG1-BAL3,Baltimore wins by over 2.5 runs?,price moved +64c,23,87,64,7739,65416,57677
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251605BALNYYG1-BAL3,Baltimore wins by over 2.5 runs?,volume spike x8.5,23,87,64,7739,65416,57677
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251605BALNYYG1-BAL4,Baltimore wins by over 3.5 runs?,price moved +63c,16,79,63,2333,109036,106703
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251605BALNYYG1-BAL4,Baltimore wins by over 3.5 runs?,volume spike x46.7,16,79,63,2333,109036,106703
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251805CHCBOSG2-CHC2,Chicago C wins by over 1.5 runs?,volume spike x6.5,38,38,0,37549,244382,206833
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251805CHCBOSG2-CHC3,Chicago C wins by over 2.5 runs?,volume spike x4.4,26,27,1,442,1927,1485
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251905BALNYYG2-NYY3,New York Y wins by over 2.5 runs?,volume spike x20.2,23,21,-2,518,10441,9923
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251905BALNYYG2-BAL2,Baltimore wins by over 1.5 runs?,volume spike x4.0,35,37,2,9319,37453,28134
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251905BALNYYG2-BAL3,Baltimore wins by over 2.5 runs?,volume spike x13.4,25,28,3,2589,34611,32022
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251905BALNYYG2-BAL4,Baltimore wins by over 3.5 runs?,price moved +5c,14,19,5,1043,10161,9118
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251905BALNYYG2-BAL4,Baltimore wins by over 3.5 runs?,volume spike x9.7,14,19,5,1043,10161,9118
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251940COLCWS-COL2,Colorado wins by over 1.5 runs?,price moved +22c,0,22,22,0,2934,2934
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP251940STLMIL-STL4,St. Louis wins by over 3.5 runs?,price moved +13c,0,13,13,0,500,500
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP252140AZSD-AZ4,Arizona wins by over 3.5 runs?,volume spike x3.6,17,17,0,65,234,169
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP261605LADSF-LAD2,Los Angeles D wins by over 1.5 runs?,price moved +63c,0,63,63,0,3,3
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP261910COLCWS-CWS2,Chicago WS wins by over 1.5 runs?,price moved +49c,0,49,49,0,4,4
2026-09-25T21:21:59.722354+00:00,mlb,spread,KXMLBSPREAD-26SEP261910STLMIL-MIL2,Milwaukee wins by over 1.5 runs?,price moved +44c,0,44,44,0,4,4
2026-09-25T21:21:59.722354+00:00,mlb,total,KXMLBTOTAL-26SEP251605BALNYYG1-3,Over 2.5 runs scored,price moved +8c,91,99,8,6840,11641,4801
2026-09-25T21:21:59.722354+00:00,mlb,total,KXMLBTOTAL-26SEP251605BALNYYG1-4,Over 3.5 runs scored,price moved +19c,80,99,19,12498,24100,11602
2026-09-25T21:21:59.722354+00:00,mlb,total,KXMLBTOTAL-26SEP251605BALNYYG1-5,Over 4.5 runs scored,price moved +28c,71,99,28,3973,17096,13123
2026-09-25T21:21:59.722354+00:00,mlb,total,KXMLBTOTAL-26SEP251605BALNYYG1-5,Over 4.5 runs scored,volume spike x4.3,71,99,28,3973,17096,13123
2026-09-25T21:21:59.722354+00:00,mlb,total,KXMLBTOTAL-26SEP251605BALNYYG1-6,Over 5.5 runs scored,price moved +41c,58,99,41,23547,142953,119406
2026-09-25T21:21:59.722354+00:00,mlb,total,KXMLBTOTAL-26SEP251605BALNYYG1-6,Over 5.5 runs scored,volume spike x6.1,58,99,41,23547,142953,119406
2026-09-25T21:21:59.722354+00:00,mlb,total,KXMLBTOTAL-26SEP251605BALNYYG1-7,Over 6.5 runs scored,price moved +50c,49,99,50,394515,562658,168143
2026-09-25T21:21:59.722354+00:00,mlb,total,KXMLBTOTAL-26SEP251605BALNYYG1-8,Over 7.5 runs scored,price moved +63c,36,99,63,207451,280158,72707
2026-09-25T21:21:59.722354+00:00,mlb,total,KXMLBTOTAL-26SEP251605BALNYYG1-9,Over 8.5 runs scored,price moved +65c,28,93,65,96864,161127,64263
2026-09-25T21:21:59.722354+00:00,mlb,total,KXMLBTOTAL-26SEP251605BALNYYG1-10,Over 9.5 runs scored,price moved +63c,20,83,63,13020,42470,29450
